created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Nov 22 20:34:30 +0000 2023;1727425344158703799;"@dmuscat @netsum3 To be fair, even the better half says she likes this one. https://t.co/fNu3cah7kE";0;0;0;2;en;1627835325635592193;1727408187865768038;Mark_IKN;https://twitter.com/Mark_IKN/status/1727425344158703799
Wed Nov 22 20:32:22 +0000 2023;1727424805794980189;"@detikcom Beliau jangankan bangun IKN, disuruh bangun Jakarta aja gak mampu.. Masih banyak yg hrs diberesin oleh beliau, cukup Jakarta saja yg amburadul jgn NKRI...";0;0;0;0;in;1603673385443393537;1727239492476563618;phitonsida;https://twitter.com/phitonsida/status/1727424805794980189
Wed Nov 22 20:29:48 +0000 2023;1727424160568398086;"@ikn_hjl الحين اليومين هذي تكون اطول يومين في الاسبوع🦦";0;0;0;0;ar;1578666273310969856;1727402366234955799;justperson11_;https://twitter.com/justperson11_/status/1727424160568398086
Wed Nov 22 20:29:14 +0000 2023;1727424019123798318;"@detikcom Setuju melihat pemilik lahan salah satu yang paling banyak di IKN adalah Hasyim, adiknya Prabowo, hentikan IKN";0;0;0;0;in;1662180257791905793;1727225147889975397;kekolamrenang;https://twitter.com/kekolamrenang/status/1727424019123798318
Wed Nov 22 20:25:31 +0000 2023;1727423084003737721;"@dmuscat @netsum3 Unlike its owner, who is merely old school.";0;1;0;2;en;1627835325635592193;1727408187865768038;Mark_IKN;https://twitter.com/Mark_IKN/status/1727423084003737721
Wed Nov 22 20:18:02 +0000 2023;1727421198236275154;"@knowkgs i'm sorry it must feel like you're head is empty ikn that can suck and hope you're okay";0;1;0;1;en;1449704811990069251;1727402517653557575;yawnzztwt;https://twitter.com/yawnzztwt/status/1727421198236275154
Wed Nov 22 20:15:14 +0000 2023;1727420492632449138;"@Mark_IKN @netsum3 That looks amazing!  Old school cool.";0;1;0;2;en;24180502;1727408187865768038;dmuscat;https://twitter.com/dmuscat/status/1727420492632449138
Wed Nov 22 20:15:08 +0000 2023;1727420471170531746;"@CNNIndonesia Sekarang di IKN HGU 190 thn , kenapa dunia pendidikan tidak diberikan ...dalam rangka mencerdaskan anak bangsa...";0;0;0;0;in;790170076229963776;1727201880907149624;llayasin;https://twitter.com/llayasin/status/1727420471170531746
Wed Nov 22 20:12:11 +0000 2023;1727419725205135504;"@Rhen1612 @kumparan Nah mshlah e brapa bnyk orang yg mw pindah IKN?";0;0;0;0;in;1507423128989093890;1727189312322855306;Mocha30258022;https://twitter.com/Mocha30258022/status/1727419725205135504
Wed Nov 22 20:11:16 +0000 2023;1727419497450197196;"@TorroJKT @kumparan Anis GK bilang stop loh,dan soal kawasan inti pusat itu pasti jadi ,yg bkalan dtinjau ulang kyk e kawasan pengembangan e..jadi jgn telah mentah mentah dlu Krn Anis ngomong ikn bkalan dtinjau ini gk cuman di forum tadi";0;1;0;1;in;1507423128989093890;1727189312322855306;Mocha30258022;https://twitter.com/Mocha30258022/status/1727419497450197196
Wed Nov 22 20:08:56 +0000 2023;1727418910788722919;"@Mark_IKN Might try a turnaround play on $EXK. Q3 AISC was 29.64, surely that has to improve [?].";0;0;0;2;en;841033195965550594;1727410948875366594;JAmendolare;https://twitter.com/JAmendolare/status/1727418910788722919
Wed Nov 22 20:07:38 +0000 2023;1727418580898021708;"@Mark_IKN @CEOvonGold Too soon.  Let them enjoy the fantasy for a month or so.";0;0;0;2;en;1322239703135956993;1727335352518795282;CorpusCol;https://twitter.com/CorpusCol/status/1727418580898021708
Wed Nov 22 20:05:55 +0000 2023;1727418148100440399;"@Mark_IKN $AG or $PAAS at these levels?";0;1;0;1;en;1373309718274408456;1727410948875366594;stocks_silver;https://twitter.com/stocks_silver/status/1727418148100440399
Wed Nov 22 20:02:50 +0000 2023;1727417372498444469;"Permainan caturnya gini amat. Dulu denger² jarenya IKN ga bebani APBN kok skrg keluar angka 75,5 T..?";0;2;1;11;in;1295938221113667584;1727417372498444469;ralucublass;https://twitter.com/ralucublass/status/1727417372498444469
Wed Nov 22 19:57:30 +0000 2023;1727416032556388746;"@kumparan Rakyat mana yg bisa beli tanah atau rumah di ikn nanti nya ?? Paling golongan itu2 aja,  Indonesia menuju bangsa penonton 2045 !!! 1000% twitt ini bakal akurat kl ikn ttp lanjut  ,..";0;1;0;2;in;760771444124946432;1727189312322855306;nomorekeep;https://twitter.com/nomorekeep/status/1727416032556388746
Wed Nov 22 19:48:28 +0000 2023;1727413760187564481;"@jolievdk Snapte destijds niet veel van HTML. Ben altijd een autodidact geweest. Nu weet ik er wel iets meer van, maar nog steeds geef ikn voorkeur aan kant &amp  klare CMS'en, zoals WordPress of Grav. WordPress is een fantastische Meccanodoos, terwijl Grav meer Lego is. Ik vind allebei leuk.";0;2;0;1;nl;166945934;1727310981053792753;kamasys;https://twitter.com/kamasys/status/1727413760187564481
Wed Nov 22 19:37:18 +0000 2023;1727410948875366594;"Fortuna SilGoldver $FSM $FVI.to continues to catch the eye with relative strength. https://t.co/UC0aC7kk5n";0;3;2;17;en;1627835325635592193;1727410948875366594;Mark_IKN;https://twitter.com/Mark_IKN/status/1727410948875366594
Wed Nov 22 19:37:14 +0000 2023;1727410932387897824;"@KaZep7 @detikcom Justru dana dari IKN akan dialihkan utk membangun daerah2 sekitarnya. Gitu aja ga bisa memahami. Yg warga Kalimantan ayo pilih Amin. Kita akan buktikan ucapan capres ini.";0;1;0;7;in;986930678259441665;1727239492476563618;eonni78098440;https://twitter.com/eonni78098440/status/1727410932387897824
Wed Nov 22 19:35:26 +0000 2023;1727410478086017081;"@detikcom Kalau Anis jd presiden apa beliau akan melanjutkan proyek IKN? Masalahnya IKN mungkin sdh ada blueprintnya dan investasi udh masuk?";0;0;0;0;in;986930678259441665;1727239492476563618;eonni78098440;https://twitter.com/eonni78098440/status/1727410478086017081
Wed Nov 22 19:32:54 +0000 2023;1727409842879701240;"@tvOneNews Logika Anies ini hampir sama ketika mengatasi banjir di DKI, bukannya meneruskan program Banjir Kanal Timur, malah buat sumur resapan. Tujuan pembangunan IKN selain mengatasi daya tampung Jakarta yg overload juga pengembangan sentra ekonomi diluar pulau Jawa.";0;1;0;9;in;1286936602703323136;1727325051543064915;Marconi70456466;https://twitter.com/Marconi70456466/status/1727409842879701240
Wed Nov 22 19:26:25 +0000 2023;1727408211022708963;"Jokowi berikan HGB INVESTASI IKN 120TH, apa salahnya jika HGB itu diberikan kepada yayasan pendidikan dan rumah sakit swasta selama 200TH.";0;0;0;0;in;1065893262;1727408211022708963;kidsakhirzaman;https://twitter.com/kidsakhirzaman/status/1727408211022708963
Wed Nov 22 19:26:20 +0000 2023;1727408187865768038;"Rockin' the vintage Seiko Bullhead today, @netsum3. 51 years old, bless its heart. https://t.co/c2AXcEoPIb";0;3;1;14;en;1627835325635592193;1727408187865768038;Mark_IKN;https://twitter.com/Mark_IKN/status/1727408187865768038
Wed Nov 22 19:21:28 +0000 2023;1727406962185503013;"-help me out with this one -ok -four across -yeah? -old macdonald had one -farm -ok! how do you spell it? - e i e i o";0;0;1;2;en;1627835325635592193;1727406962185503013;Mark_IKN;https://twitter.com/Mark_IKN/status/1727406962185503013
Wed Nov 22 19:13:23 +0000 2023;1727404931655819371;"@DavinaSastro @ikn_bul NI BIKANG  GAK PERNAH BACA N DENGER BERITA NEGATIF PARtai JUNJUNAN LOE?...KALO SOAL BERITA GITU, BISA LIAT BANYAKAN MANA";0;0;0;0;in;1640564973352148992;1725521587657699802;Dm8353092188006;https://twitter.com/Dm8353092188006/status/1727404931655819371
Wed Nov 22 19:06:21 +0000 2023;1727403157981171864;"Presiden Joko Widodo (Jokowi) menyatakan pemerintah tidak akan buru-buru menerima investasi asing di Ibu Kota Negara (IKN) Nusantara. Investor dalam negeri akan didahulukan. Menurutnya, pemerintah mau ada gabungan investor dalam negeri untuk mengembangkan IKN Nusantara. https://t.co/M3nPSVsOq6";0;0;0;0;in;1451771202255478793;1727403157981171864;ZelinePatricia;https://twitter.com/ZelinePatricia/status/1727403157981171864
Wed Nov 22 19:06:09 +0000 2023;1727403108375134535;"Presiden Joko Widodo (Jokowi) mengeklaim, pemerintah berkomitmen mendahulukan investor dalam negeri untuk membangun Ibu Kota Nusantara (IKN). https://t.co/Yy91VwM3Gf";0;0;0;0;in;1451771202255478793;1727403108375134535;ZelinePatricia;https://twitter.com/ZelinePatricia/status/1727403108375134535
Wed Nov 22 18:56:29 +0000 2023;1727400678023438628;"@SateTong @erasmus70 @PNS_Ababil Gua ada kenalan pns klo bahas kemungkinan pindah ke ikn lgsg bete ato alihin bicara";0;0;0;0;in;941219780509364225;1727253978428428398;adolphmatherss;https://twitter.com/adolphmatherss/status/1727400678023438628
Wed Nov 22 18:50:44 +0000 2023;1727399228698398871;"@NGM_007 Itu proyek gede Jadi curigasien klo² IKN akan jadi lahan obyekannya si Owi dkk-nya";0;1;0;1;in;1371093579301486600;1727371655360696423;FeniksFireBird;https://twitter.com/FeniksFireBird/status/1727399228698398871
Wed Nov 22 18:40:56 +0000 2023;1727396763378782706;"@gilangignatius @detikcom Jadi apa keuntungan untuk investor yang berinvestasi di IKN? Dan maksud sewa lahan di IKN sampai 190 tahun itu gimana? Yang bakal nyewa kan swasta   Bisa gak dijelasin, saya gak paham.";0;2;1;5;in;485508518;1727236473072800141;EMON__Sumendap;https://twitter.com/EMON__Sumendap/status/1727396763378782706
Wed Nov 22 18:39:36 +0000 2023;1727396428358828080;"@TT010816000 @StefanAntonio__ mungkin perlu AUDIT  - urusan IKN (+proyek2 infrastruktur lain)   - belanja kementerian (yg bikin perusahaan sendiri)?  - dana penanggulangan COVID-19  - Kereta Api Cepat  [terbukti tol MBZ aja bermasalah 🙉] bukan?";1;1;0;2;in;1360828061478920194;1727356461851005358;Naga23Lebah;https://twitter.com/Naga23Lebah/status/1727396428358828080
Wed Nov 22 18:37:43 +0000 2023;1727395952833728765;"@tknymkstu @kumparan Bkn berarti Ibu kota tdk akan dipindah sama sekali. Minimal pekonomian Indonesia baik terlebih dahulu, minimal kesejahteraan rakyat merata, bru pindahin Ibu kota ke tmpt yg tdk merusak alam, ke tmpt yg tdk ada kepentingan disana krn banyak tanah di IKN milik keluarganya Prabowo!";0;1;0;0;in;1697812455353917440;1727189312322855306;yandilaughtale;https://twitter.com/yandilaughtale/status/1727395952833728765
Wed Nov 22 18:34:02 +0000 2023;1727395027780059341;"@detikcom IKN proyek obral buat asing aja ngga laku, 0 investor. Kalaupun jadi dsn selesai terbentuk, akan murni pake apbn. Mampus ntar kalo dr rakyat ditariknya. Pajak naik, semua harga naik. Satu negara yg miskin gara2 kekeuh bikin ibu kota baru doang";0;0;0;4;in;1452625209001873409;1727236473072800141;anns931;https://twitter.com/anns931/status/1727395027780059341
Wed Nov 22 18:33:45 +0000 2023;1727394956397175051;"@geloraco Mugkin pk jokowi butuh julukan bpk IKN";0;0;0;0;in;1455157063403720704;1727218966337310830;AgustuzEdi881;https://twitter.com/AgustuzEdi881/status/1727394956397175051
Wed Nov 22 18:30:06 +0000 2023;1727394036624044415;"@kumparan Kira2 benar2 akan lanjutkan?pengkritik keras munculnya IKN&amp UU nya ini benar2 akan lanjutkan program negara trsbt?";0;0;0;0;in;1461663496412688388;1727189312322855306;YudhiDharmawa14;https://twitter.com/YudhiDharmawa14/status/1727394036624044415
Wed Nov 22 18:29:52 +0000 2023;1727393980021932350;"@ethadisaputra @ImapMuslih Ibarat kata anak mu lapar,bajunya sobek sana sini,uang sekolah nunggak,bini mu keteteran bayar utang bang titil tapi kamu malah sibuk mikirin beli mobil mewah,sibuk mau renovasi garasi  Kaya gittulah ikn";0;0;1;4;in;1568914885630922754;1727264413139538193;UHumaimah;https://twitter.com/UHumaimah/status/1727393980021932350
Wed Nov 22 18:29:28 +0000 2023;1727393876112281946;"*Surat Dari IKN.    ( INILAH KEBOHONGAN yg NYATA )            .                         Ini penampakan IKN yg sekarang,*🫣  CC @msaid_didu @RamliRizal @faizalassegaf @alisyarief @FPKSDPRRI @NasDem @DPP_PKB @ReflyHZ @Nicho_Silalahi https://t.co/BrTsQXzZHi";0;0;0;3;in;54801818;1727393876112281946;susan1612;https://twitter.com/susan1612/status/1727393876112281946
Wed Nov 22 18:27:42 +0000 2023;1727393432493244560;"@detikcom Pola pikir anies memang keren, dia tau negara ini tak punya duit banyak jadi mencari alternatif lain untuk mencapai tujuan pemerataan ekonomi, kalau hanya IKN dampaknya tidak akan signifikan untuk satu kalimantan, lihat noh pulau jawa apa semua daerahnya sama seperti jakarta?";0;1;0;1;in;485508518;1727239492476563618;EMON__Sumendap;https://twitter.com/EMON__Sumendap/status/1727393432493244560
Wed Nov 22 18:22:16 +0000 2023;1727392064906903655;"@detikcom Bangun IKN = Bangun kota baru dari 0 Anggaran IKN dialokasikan untuk mengupgrade kota-kota yang sudah ada di kalimantan agar setara dengan jakarta itu lebih baik daripada bangun satu kota baru dengan dalih pemerataan ekonomi, dampaknya akan lebih terasa menyeluruh di kalimantan.";0;3;0;7;in;485508518;1727239492476563618;EMON__Sumendap;https://twitter.com/EMON__Sumendap/status/1727392064906903655
Wed Nov 22 18:17:56 +0000 2023;1727390975503614171;"@Miduk17 Tekanan Projekt IKN 😁😁😁";0;0;0;1;in;1445131067246137348;1727246507068534892;hannajoe20;https://twitter.com/hannajoe20/status/1727390975503614171
Wed Nov 22 18:16:30 +0000 2023;1727390615317721356;"@RidhoRahmadi85 Ya d ibaratkan IKN itu sbagai proyek Roro Jonggrang yg dlm sekejap hrs jadi..";0;0;0;0;in;221641404;1727122812341748105;milarianbagja;https://twitter.com/milarianbagja/status/1727390615317721356
Wed Nov 22 18:14:08 +0000 2023;1727390019554623987;"@bluezone_id @ZUL_Hasan @Kemendag @Official_PAN IKN memang sebuah tujuan yang sangat tepat bagi investor yang ingin berinvestasi nantinya";0;0;0;0;in;1714136122870444032;1727156180169228324;rintannsyhwri__;https://twitter.com/rintannsyhwri__/status/1727390019554623987
Wed Nov 22 18:12:48 +0000 2023;1727389682403565650;"@tvOneNews Hay bapak @aniesbaswedan si capres... Satu saja jenengan pro terhadap satu program jokowi yg IKN itu jenengan pasti dapat keuntungan suara swing footer. Tapi kalau anda malah ikut anti IKN jelas swing footer yg kurang lebih 17% itu bisa merapat ke no. 2. Kami pastikan anda kalah";0;5;0;0;in;740397376725254148;1727325051543064915;civil_cociety;https://twitter.com/civil_cociety/status/1727389682403565650
Wed Nov 22 18:11:15 +0000 2023;1727389292945977470;"Ketua Tim Pemenangan Nasional (TPN) Ganjar-Mahfud, Arsjad Rasjid merespons kritik Anies Baswedan terhadap pembangunan Ibu Kota Nusantara (IKN). https://t.co/yjt8aXmHS9";0;71;92;98;in;154102750;1727389292945977470;Beritasatu;https://twitter.com/Beritasatu/status/1727389292945977470
Wed Nov 22 18:01:10 +0000 2023;1727386755446476976;"Terungkapnya   keinginan Pak Prabowo untuk menjadi calon presiden dan melanjutkan program   IKN membuat kita mempertanyakan apakah ini sejalan dengan semangat pelayanan   publik atau hanya untuk kepentingan bisnis pribadi. #OrdeBaruReborn Pemimpin Tegas https://t.co/LF6OXxG04S";0;0;0;0;in;1710221146548047872;1727386755446476976;SetiawanH3rii;https://twitter.com/SetiawanH3rii/status/1727386755446476976
Wed Nov 22 18:01:05 +0000 2023;1727386734705750084;"Keterlibatan   Pak Prabowo dalam program IKN sebagai calon presiden mengundang pertanyaan   tentang apakah keputusannya ini benar-benar untuk kepentingan nasional atau   lebih kepada keuntungan pribadi. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam https://t.co/ZPwk0rmKmt";0;0;0;0;in;1710220118821904384;1727386734705750084;Ku5sumaP;https://twitter.com/Ku5sumaP/status/1727386734705750084
Wed Nov 22 18:00:55 +0000 2023;1727386692938838094;"Pemindahan Ibu Kota Nusantara (IKN) di Provinsi Kalimantan Timur (Kaltim) akan menjadi peluang besar bagi pelaku Usaha Mikro, Kecil dan Menengah (UMKM).  https://t.co/XOLC1WQoBy";0;0;0;0;in;1699328995240939520;1727386692938838094;katasatukaltim;https://twitter.com/katasatukaltim/status/1727386692938838094
Wed Nov 22 18:00:28 +0000 2023;1727386578505633988;"Niat Pak   Prabowo untuk mencalonkan diri sebagai presiden dan melanjutkan program IKN   seolah menunjukkan adanya kepentingan bisnis yang ingin dijaga dan   diteruskan. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI #GoodbyeKampanyeFitnah https://t.co/rvdi1oszQv";0;0;0;1;in;1710194987382812672;1727386578505633988;Yog4Setiawan;https://twitter.com/Yog4Setiawan/status/1727386578505633988
Wed Nov 22 18:00:26 +0000 2023;1727386569932427564;"Ada dugaan   bahwa keputusan Pak Prabowo untuk menjadi calon presiden dan melanjutkan   program IKN lebih terkait dengan keuntungan ekonomi pribadi daripada dengan   kepentingan nasional. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI https://t.co/A35nToQGap";0;0;0;0;in;1710193375583068160;1727386569932427564;Ais5yah;https://twitter.com/Ais5yah/status/1727386569932427564
Wed Nov 22 18:00:22 +0000 2023;1727386552349941949;"Terungkapnya   keinginan Pak Prabowo untuk menjadi calon presiden dan melanjutkan program   IKN mengundang pertanyaan tentang integritas dan independensi dalam   kepemimpinan politik. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI https://t.co/Uflb5wFEFe";0;0;0;0;in;1710192300838854656;1727386552349941949;AditAd1t;https://twitter.com/AditAd1t/status/1727386552349941949
Wed Nov 22 18:00:11 +0000 2023;1727386508532015226;"Pelibatan   Pak Prabowo dalam program IKN sebagai calon presiden memicu perdebatan   tentang etika dan transparansi di dunia politik, khususnya terkait   kepentingan pribadi. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI #GoodbyeKampanyeFitnah https://t.co/qpblgmaiaF";0;0;0;0;in;1710191300065288192;1727386508532015226;KanayK4n;https://twitter.com/KanayK4n/status/1727386508532015226
Wed Nov 22 18:00:10 +0000 2023;1727386502722916406;"@KRMTRoySuryo1 IKN, mimpi sebatas ambyarnya kendi dikepruk... unfaedah &amp  memilukan.";0;0;0;3;in;1538660022;1727309279114510407;ebbe1802;https://twitter.com/ebbe1802/status/1727386502722916406
Wed Nov 22 18:00:05 +0000 2023;1727386482741243935;"Mendengar   kabar bahwa Pak Prabowo ingin mencalonkan diri sebagai presiden dan   melanjutkan program IKN, membuat kita bertanya-tanya apakah ini sejalan   dengan semangat pelayanan publik atau hanya untuk kepentingan bisnis pribadi. #OrdeBaruReborn Pemimpin Tegas https://t.co/f8xi8UW7d6";0;0;0;0;in;1710190492598894592;1727386482741243935;SuryaS4S;https://twitter.com/SuryaS4S/status/1727386482741243935
Wed Nov 22 17:59:47 +0000 2023;1727386406132302010;"Ternyata,  ada motif ekonomi di balik keinginan Pak Prabowo untuk menjadi calon presiden dan melanjutkan program IKN, yang berkaitan dengan tanah yang dimilikinya di   sana. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI #GoodbyeKampanyeFitnah https://t.co/guScOMmI49";0;0;0;0;in;1710187906638495744;1727386406132302010;YudisYud1s;https://twitter.com/YudisYud1s/status/1727386406132302010
Wed Nov 22 17:59:29 +0000 2023;1727386332522254511;"Keputusan   Pak Prabowo untuk mencalonkan diri sebagai presiden dan melanjutkan program   IKN membuat kita berpikir apakah ini merupakan langkah strategis untuk   mengoptimalkan investasinya. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI https://t.co/48dgJ5YbRx";0;0;0;0;in;1710186744522686464;1727386332522254511;Novikm4l4n;https://twitter.com/Novikm4l4n/status/1727386332522254511
Wed Nov 22 17:59:21 +0000 2023;1727386298300964973;"Ada   spekulasi bahwa niat Pak Prabowo untuk menjadi calon presiden dan melanjutkan   program IKN adalah untuk memperoleh keuntungan ekonomi dari investasinya di   kawasan tersebut. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Panglima TNI #GoodbyeKampanyeFitnah https://t.co/QG16rhNt4O";0;0;0;0;in;1710185685146337280;1727386298300964973;HendrandraG;https://twitter.com/HendrandraG/status/1727386298300964973
Wed Nov 22 17:59:16 +0000 2023;1727386275718811660;"Keterlibatan   Pak Prabowo dalam program IKN sebagai calon presiden mengundang pertanyaan   apakah ini hanya untuk kepentingan pribadi atau benar-benar untuk mendorong   pembangunan nasional. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu https://t.co/5xgHJ2in8W";0;0;0;0;in;1710184363617648640;1727386275718811660;LaJayant1;https://twitter.com/LaJayant1/status/1727386275718811660
Wed Nov 22 17:59:10 +0000 2023;1727386250376888509;"Mendengar   bahwa Pak Prabowo berencana menjadi calon presiden dan melanjutkan program   IKN, membuat kita berpikir apakah ini sebatas keinginan untuk memajukan   investasinya atau juga untuk kepentingan nasional. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu https://t.co/ytqgtnxWZy";0;0;0;0;in;1710182885276393472;1727386250376888509;DianKD1an;https://twitter.com/DianKD1an/status/1727386250376888509
Wed Nov 22 17:59:05 +0000 2023;1727386232186167605;"Pak   Prabowo nampaknya memiliki alasan ekonomi di balik keputusannya untuk menjadi   calon presiden dan melanjutkan program IKN, terutama terkait dengan investasi   tanahnya di kawasan tersebut. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI https://t.co/WgBsYAGrLC";0;0;0;0;in;1710182168344068096;1727386232186167605;Indrakuindr;https://twitter.com/Indrakuindr/status/1727386232186167605
Wed Nov 22 17:58:34 +0000 2023;1727386103198748938;"Keinginan   Pak Prabowo menjadi calon presiden dan melanjutkan program IKN seolah   memberikan gambaran bahwa ada kepentingan pribadi yang ingin diwujudkan   melalui posisi politik tertinggi. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI https://t.co/TgC4LOJlwX";0;0;0;0;in;1713286240806850560;1727386103198748938;TiaWulanT;https://twitter.com/TiaWulanT/status/1727386103198748938
Wed Nov 22 17:58:25 +0000 2023;1727386063621234966;"Terungkapnya   niat Pak Prabowo untuk menjadi calon presiden dan melanjutkan program IKN   membawa dampak pertanyaan seputar transparansi dan etika dalam dunia politik. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI #GoodbyeKampanyeFitnah https://t.co/nG9U4JjsWn";0;0;0;0;in;1715076430785327105;1727386063621234966;CitratraPuspita;https://twitter.com/CitratraPuspita/status/1727386063621234966
Wed Nov 22 17:58:15 +0000 2023;1727386023070748709;"Mendengar   niat Pak Prabowo untuk menjadi calon presiden dan melanjutkan program IKN,   muncul pertanyaan apakah ini hanya untuk kepentingan pribadi atau juga untuk   kepentingan nasional. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI https://t.co/7xztd4Ehuh";0;0;0;0;in;1713285844872921088;1727386023070748709;arief_set1awan;https://twitter.com/arief_set1awan/status/1727386023070748709
Wed Nov 22 17:57:52 +0000 2023;1727385924211015838;"@RidhoRahmadi85 Maju IKN";0;0;0;0;in;554104742;1727122812341748105;laluwahyurp;https://twitter.com/laluwahyurp/status/1727385924211015838
Wed Nov 22 17:57:48 +0000 2023;1727385907005698507;"@MuhammadJamila_ @Biyorlah_xo Ikn 😉";0;0;0;1;und;1085480590953144320;1726940049110147365;SaheedOpeyemi;https://twitter.com/SaheedOpeyemi/status/1727385907005698507
Wed Nov 22 17:57:38 +0000 2023;1727385865079648352;"Keterlibatan   Pak Prabowo dalam program IKN bisa jadi merupakan bagian dari strategi untuk   mengoptimalkan investasi tanah yang dimilikinya di kawasan tersebut. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI #GoodbyeKampanyeFitnah https://t.co/kp8Z6sXfhl";0;0;0;0;in;1713284441324630016;1727385865079648352;linananalinaa;https://twitter.com/linananalinaa/status/1727385865079648352
Wed Nov 22 17:57:28 +0000 2023;1727385825556725926;"Ada   kemungkinan bahwa motivasi Pak Prabowo dalam mencalonkan diri sebagai   presiden dan melanjutkan program IKN adalah untuk memanfaatkan tanahnya   sebagai investasi yang menguntungkan. #OrdeBaruReborn Pemimpin Tegas Desa Bersatu Pilih Nomor Satu Mansinam Panglima TNI https://t.co/Ddn8KJvhSC";0;0;0;0;in;1713283030771785728;1727385825556725926;SusilojokoJ;https://twitter.com/SusilojokoJ/status/1727385825556725926
Wed Nov 22 17:56:37 +0000 2023;1727385609961087267;"@alisyarief IKN untuk kepentingan OBOR..proyeknya majikan si Mukidi..si jin ping...ya ga ada faedahnya buat negeri ini";0;0;0;0;in;54801818;1727215952218235170;susan1612;https://twitter.com/susan1612/status/1727385609961087267
Wed Nov 22 17:50:39 +0000 2023;1727384107062280459;"Lalu pernyataan awalnya siap melanjutkan IKN karena amanah konstitusi itu bagaimana?   Mungkin sy salah ingat, bisa saja yg membuat pernyataan ingin melanjutkan IKN krn amanah konstitusi itu bukan AB tapi Vicki Peasetyo.";0;1;0;1;in;2651176428;1727384107062280459;Jhonkosmik;https://twitter.com/Jhonkosmik/status/1727384107062280459
Wed Nov 22 17:50:05 +0000 2023;1727383965575917882;"@detikcom IKN sendiri udh jadi wacana dari era soekarno, baru dieksekusi era ini, kalo emang bukan prioritas, kapan lagi nunda nunda?  Kadang bikin narasi "perubahan" / "antitesis", dikira keren, dan bakal narik simpati, ajang rangkai kata&amp janji?  potong lah jari gw, ga bakal beda jauh";0;0;0;0;in;1146142737621635072;1727239492476563618;k_aren_t;https://twitter.com/k_aren_t/status/1727383965575917882
Wed Nov 22 17:49:20 +0000 2023;1727383777503322450;"@WagimanDeep212_ @jokowi  paduka yang agung serta mukia maha tinggi  makin susah tidur... apa lagi ikn bakal gagal total ..  sedih jika Darah Rayat uangnya dipakai begitu mega besar sudah habis masih utang tambah besar.. apes ko";0;0;0;0;in;1348933530416422913;1727356898406703570;sabronaiditnusa;https://twitter.com/sabronaiditnusa/status/1727383777503322450
Wed Nov 22 17:48:16 +0000 2023;1727383509306900801;"@dbjobindo @robbyraditya @kumparan 1 lg, apakah sebegitu mendesak nya kah saat ini IKN itu bagi kebutuhan rakyat indonesia ?? sementara masih bnyk kota2 dan desa2 pinggiran di Indonesia yg belum terjamah pembangunan dan rakyat nya pun hidup di bawah garis kemiskinan..!! Pak Anies sdh jauh pemikiran nya !! faham ??";0;2;0;0;in;1316596982253670400;1727189312322855306;Aldine92582920;https://twitter.com/Aldine92582920/status/1727383509306900801
Wed Nov 22 17:45:11 +0000 2023;1727382732123295934;"@abu_waras Buang ke IKN aja...";0;0;0;0;in;1538660022;1727309126316048706;ebbe1802;https://twitter.com/ebbe1802/status/1727382732123295934
Wed Nov 22 17:44:45 +0000 2023;1727382623897682096;"Kinerja dan program positif pemerintah serta dukungan terhadap pemerintah terkait pembangunan IKN  #IKNNusantara #IKNSejahterakanIndonesia https://t.co/U1i1yGydM6";0;0;0;0;in;1669289612873961472;1727382623897682096;ShadowS39132312;https://twitter.com/ShadowS39132312/status/1727382623897682096
Wed Nov 22 17:44:14 +0000 2023;1727382495837229307;"@c_felis i don't go here tapi ikn tuh bisa dibatalin nggak sih?";0;1;0;0;in;253469195;1727380589236695207;warsawconcerto;https://twitter.com/warsawconcerto/status/1727382495837229307
